id,cargo_type,commodity,quantity,origin,destination_port_id,laycan_start,laycan_end,contract_preference,required_vessel_type,loading_date,discharge_deadline,priority,contract_type,freight_rate,currency,charter_duration,special_requirements,created_at
13676,Thermal Coal,Non-Coking Coal Grade G1-G5,67700,"Tanjung Priok, Indonesia",2,2021-12-29,2022-01-05,CoA,Panamax,2021-12-30,2022-01-16,Normal,CoA,14.38,USD,20,Standard,2021-12-06T00:00:00Z
13677,Coking Coal,Hard Coking Coal,61000,"Newcastle, Australia",3,2022-02-19,2022-03-01,Spot,Supramax,2022-02-22,2022-03-21,Urgent,Spot,24.76,USD,30,Standard,2022-01-26T00:00:00Z
13678,Coking Coal,Hard Coking Coal,76300,"Tanjung Priok, Indonesia",2,2024-02-22,2024-02-29,Spot,Panamax,2024-02-27,2024-03-16,Normal,Spot,13.17,USD,20,Standard,2024-02-03T00:00:00Z
13679,Thermal Coal,Non-Coking Coal Grade G1-G5,80000,"Port Hedland, Australia",4,2022-05-24,2022-06-03,Spot,Panamax,2022-05-30,2022-06-29,Normal,Spot,24.94,USD,30,Fast discharge required,2022-04-26T00:00:00Z
13680,Coking Coal,Semi-Soft Coking Coal,75500,"Vostochny, Russia",1,2025-02-20,2025-02-27,Spot,Panamax,2025-02-26,2025-04-15,High,Spot,36.66,USD,50,Standard,2025-02-01T00:00:00Z
13681,Thermal Coal,Non-Coking Coal Grade G1-G5,68700,"Hay Point, Australia",1,2025-03-12,2025-03-19,CoA,Panamax,2025-03-16,2025-04-12,Normal,CoA,25.61,USD,30,Standard,2025-02-25T00:00:00Z
13682,Coking Coal,PCI Coal,150600,"Maputo, Mozambique",3,2025-10-25,2025-10-30,CoA,Capesize,2025-10-29,2025-12-16,Normal,CoA,30.04,USD,50,Low moisture cargo,2025-09-30T00:00:00Z
13683,Coking Coal,PCI Coal,68200,"Norfolk, USA",1,2022-09-13,2022-09-27,Spot,Panamax,2022-09-20,2022-11-08,Normal,Spot,37.05,USD,50,Low moisture cargo,2022-09-06T00:00:00Z
13684,Thermal Coal,Non-Coking Coal Grade G1-G5,77500,"Maputo, Mozambique",1,2026-01-08,2026-01-15,CoA,Panamax,2026-01-11,2026-02-28,High,CoA,38.65,USD,50,Standard,2025-12-11T00:00:00Z
13685,Coking Coal,PCI Coal,167300,"Port Hedland, Australia",4,2024-01-27,2024-02-01,CoA,Capesize,2024-01-28,2024-02-26,High,CoA,21.66,USD,30,Standard,2023-12-31T00:00:00Z
13686,Coking Coal,PCI Coal,153600,"Samarinda, Indonesia",1,2023-06-27,2023-07-04,Spot,Capesize,2023-06-28,2023-07-19,Normal,Spot,10.97,USD,20,Standard,2023-05-30T00:00:00Z
13687,Coking Coal,Semi-Soft Coking Coal,58500,"Baltimore, USA",5,2021-10-23,2021-10-30,Spot,Supramax,2021-10-24,2021-12-12,High,Spot,38.82,USD,50,Standard,2021-10-10T00:00:00Z
13688,Thermal Coal,Indonesian High Calorie Coal,54700,"Newcastle, Australia",5,2021-10-14,2021-10-19,Spot,Supramax,2021-10-18,2021-11-16,High,Spot,24.27,USD,30,Standard,2021-10-03T00:00:00Z
13689,Coking Coal,Semi-Soft Coking Coal,70400,"Samarinda, Indonesia",1,2022-12-25,2023-01-01,Spot,Panamax,2022-12-26,2023-01-16,Normal,Spot,14.53,USD,20,Standard,2022-12-02T00:00:00Z
13690,Iron Ore,Lump Ore,162700,"Port Hedland, Australia",1,2024-02-25,2024-03-01,CoA,Capesize,2024-02-27,2024-03-31,Normal,CoA,21.34,USD,30,Standard,2024-01-31T00:00:00Z
13691,Iron Ore,Iron Ore Fines 62% Fe,50000,"Newcastle, Australia",3,2022-09-24,2022-10-01,CoA,Supramax,2022-09-30,2022-10-31,Normal,CoA,24.74,USD,30,Standard,2022-09-11T00:00:00Z
13692,Iron Ore,Iron Ore Fines 62% Fe,27000,"Maputo, Mozambique",6,2024-03-20,2024-03-25,Spot,Handysize,2024-03-22,2024-05-09,Normal,Spot,42.54,USD,50,Standard,2024-03-12T00:00:00Z
13693,Coking Coal,Semi-Soft Coking Coal,167100,"Baltimore, USA",4,2023-08-22,2023-09-01,Spot,Capesize,2023-08-23,2023-10-14,Normal,Spot,30.32,USD,50,Standard,2023-08-04T00:00:00Z
13694,Coking Coal,PCI Coal,73400,"Samarinda, Indonesia",2,2021-08-17,2021-08-22,CoA,Panamax,2021-08-18,2021-09-06,Normal,CoA,14.11,USD,20,Standard,2021-07-21T00:00:00Z
13695,Coking Coal,Semi-Soft Coking Coal,67100,"Baltimore, USA",1,2024-10-27,2024-11-03,Spot,Panamax,2024-11-01,2024-12-18,Normal,Spot,37.6,USD,50,Standard,2024-10-18T00:00:00Z
13696,Coking Coal,Semi-Soft Coking Coal,59500,"Newcastle, Australia",5,2022-08-10,2022-08-17,Spot,Supramax,2022-08-13,2022-09-12,Urgent,Spot,24.62,USD,30,Standard,2022-07-22T00:00:00Z
13697,Coking Coal,PCI Coal,70900,"Maputo, Mozambique",1,2024-12-02,2024-12-07,CoA,Panamax,2024-12-06,2025-01-28,Normal,CoA,37.46,USD,50,Standard,2024-11-05T00:00:00Z
13698,Coking Coal,Hard Coking Coal,77400,"Norfolk, USA",2,2022-11-14,2022-11-19,Spot,Panamax,2022-11-15,2023-01-06,High,Spot,39.74,USD,50,Standard,2022-10-19T00:00:00Z
13699,Thermal Coal,Non-Coking Coal Grade G1-G5,57000,"Tanjung Priok, Indonesia",5,2021-01-09,2021-01-14,Spot,Supramax,2021-01-11,2021-02-03,Normal,Spot,13.21,USD,20,Standard,2020-12-11T00:00:00Z
13700,Thermal Coal,Indonesian High Calorie Coal,51000,"Gladstone, Australia",2,2022-07-01,2022-07-08,Spot,Supramax,2022-07-03,2022-08-05,Normal,Spot,24.16,USD,30,Standard,2022-06-21T00:00:00Z
13701,Coking Coal,Hard Coking Coal,170800,"Port Hedland, Australia",1,2023-02-14,2023-02-21,CoA,Capesize,2023-02-18,2023-03-17,Normal,CoA,19.37,USD,30,Standard,2023-01-22T00:00:00Z
13702,Coking Coal,Hard Coking Coal,154100,"Hay Point, Australia",3,2021-06-07,2021-06-12,CoA,Capesize,2021-06-11,2021-07-14,Normal,CoA,18.75,USD,30,Standard,2021-05-14T00:00:00Z
13703,Coking Coal,Hard Coking Coal,69400,"Hay Point, Australia",4,2025-09-07,2025-09-14,Spot,Panamax,2025-09-09,2025-10-12,Normal,Spot,22.36,USD,30,Standard,2025-08-28T00:00:00Z
13704,Thermal Coal,Non-Coking Coal Grade G1-G5,75700,"Baltimore, USA",2,2022-06-30,2022-07-05,CoA,Panamax,2022-07-04,2022-08-24,Normal,CoA,36.45,USD,50,Standard,2022-06-07T00:00:00Z
13705,Coking Coal,PCI Coal,75200,"Port Hedland, Australia",4,2025-04-26,2025-05-03,Spot,Panamax,2025-04-28,2025-05-29,High,Spot,24.5,USD,30,Standard,2025-04-02T00:00:00Z
13706,Coking Coal,Semi-Soft Coking Coal,60400,"Tanjung Priok, Indonesia",5,2021-10-23,2021-10-28,Spot,Supramax,2021-10-24,2021-11-12,Normal,Spot,16.81,USD,20,Standard,2021-09-29T00:00:00Z
13707,Coking Coal,PCI Coal,72300,"Maputo, Mozambique",2,2023-09-10,2023-09-17,Spot,Panamax,2023-09-16,2023-11-08,High,Spot,36.61,USD,50,Standard,2023-08-27T00:00:00Z
13708,Thermal Coal,Non-Coking Coal Grade G1-G5,81100,"Samarinda, Indonesia",2,2024-08-21,2024-08-26,CoA,Panamax,2024-08-23,2024-09-10,High,CoA,14.95,USD,20,Standard,2024-07-28T00:00:00Z
13709,Iron Ore,Iron Ore Fines 62% Fe,65000,"Gladstone, Australia",1,2021-12-09,2021-12-16,Spot,Panamax,2021-12-13,2022-01-13,Normal,Spot,24.95,USD,30,Standard,2021-11-18T00:00:00Z
13710,Thermal Coal,Non-Coking Coal Grade G1-G5,51800,"Port Hedland, Australia",1,2021-10-29,2021-11-03,CoA,Supramax,2021-11-02,2021-12-04,Normal,CoA,24.72,USD,30,Standard,2021-10-12T00:00:00Z
13711,Coking Coal,Semi-Soft Coking Coal,52700,"Baltimore, USA",5,2024-10-30,2024-11-06,Spot,Supramax,2024-11-04,2024-12-27,Normal,Spot,40.37,USD,50,Standard,2024-10-05T00:00:00Z
13712,Coking Coal,PCI Coal,69100,"Balikpapan, Indonesia",1,2022-01-08,2022-01-18,Spot,Panamax,2022-01-09,2022-01-28,High,Spot,13.8,USD,20,Standard,2022-01-01T00:00:00Z
13713,Coking Coal,PCI Coal,75600,"Port Hedland, Australia",1,2025-07-06,2025-07-11,Spot,Panamax,2025-07-07,2025-08-03,High,Spot,23.07,USD,30,Standard,2025-06-23T00:00:00Z
13714,Coking Coal,PCI Coal,176800,"Balikpapan, Indonesia",3,2022-02-28,2022-03-05,Spot,Capesize,2022-03-03,2022-03-20,Normal,Spot,12.24,USD,20,Standard,2022-02-18T00:00:00Z
13715,Coking Coal,PCI Coal,78700,"Newcastle, Australia",3,2021-07-01,2021-07-15,CoA,Panamax,2021-07-06,2021-08-04,Normal,CoA,23.14,USD,30,Standard,2021-06-17T00:00:00Z
13716,Coking Coal,PCI Coal,141100,"Gladstone, Australia",4,2025-12-23,2025-12-30,CoA,Capesize,2025-12-29,2026-01-28,Normal,CoA,22.36,USD,30,Low moisture cargo,2025-11-26T00:00:00Z
13717,Limestone,SMS Grade Limestone,75700,"Maputo, Mozambique",2,2024-03-24,2024-03-31,Spot,Panamax,2024-03-28,2024-05-19,Normal,Spot,37.46,USD,50,Standard,2024-03-13T00:00:00Z
13718,Thermal Coal,Non-Coking Coal Grade G1-G5,81600,"Maputo, Mozambique",1,2023-01-12,2023-01-22,Spot,Panamax,2023-01-17,2023-03-07,Normal,Spot,36.9,USD,50,Standard,2022-12-18T00:00:00Z
13719,Coking Coal,Hard Coking Coal,80800,"Vostochny, Russia",1,2025-08-20,2025-08-25,Spot,Panamax,2025-08-21,2025-10-09,Normal,Spot,39.03,USD,50,Standard,2025-07-24T00:00:00Z
13720,Coking Coal,PCI Coal,177700,"Tanjung Priok, Indonesia",4,2021-09-02,2021-09-07,CoA,Capesize,2021-09-05,2021-09-23,Normal,CoA,13.56,USD,20,Self-unloader preferred,2021-08-12T00:00:00Z
13721,Coking Coal,Semi-Soft Coking Coal,69800,"Balikpapan, Indonesia",4,2023-02-03,2023-02-10,Spot,Panamax,2023-02-05,2023-02-27,Normal,Spot,13.25,USD,20,Standard,2023-01-09T00:00:00Z
13722,Limestone,SMS Grade Limestone,36300,"Tanjung Priok, Indonesia",6,2024-11-20,2024-11-30,Spot,Handysize,2024-11-29,2024-12-18,Normal,Spot,18.12,USD,20,Standard,2024-10-29T00:00:00Z
13723,Iron Ore,Iron Ore Fines 62% Fe,71800,"Newcastle, Australia",8,2025-11-25,2025-12-09,Spot,Panamax,2025-12-08,2026-01-10,Normal,Spot,25.7,USD,30,Self-unloader preferred,2025-11-01T00:00:00Z
13724,Coking Coal,PCI Coal,80700,"Newcastle, Australia",2,2021-01-30,2021-02-09,Spot,Panamax,2021-02-08,2021-03-13,Normal,Spot,25.32,USD,30,Standard,2021-01-16T00:00:00Z
13725,Coking Coal,PCI Coal,55300,"Maputo, Mozambique",1,2022-07-26,2022-08-02,CoA,Supramax,2022-07-28,2022-09-18,Normal,CoA,36.98,USD,50,Standard,2022-07-19T00:00:00Z
13726,Coking Coal,Hard Coking Coal,60400,"Norfolk, USA",5,2025-10-17,2025-10-24,CoA,Supramax,2025-10-23,2025-12-11,Normal,CoA,36.98,USD,50,Standard,2025-10-02T00:00:00Z
13727,Coking Coal,PCI Coal,78400,"Newcastle, Australia",2,2023-06-29,2023-07-06,Spot,Panamax,2023-07-03,2023-07-31,Normal,Spot,24.51,USD,30,Standard,2023-06-14T00:00:00Z
13728,Limestone,Calcined Lime,31500,"Tanjung Priok, Indonesia",6,2022-06-03,2022-06-08,Spot,Handysize,2022-06-05,2022-06-23,Normal,Spot,16.44,USD,20,Standard,2022-05-06T00:00:00Z
13729,Thermal Coal,Non-Coking Coal Grade G1-G5,50300,"Samarinda, Indonesia",1,2025-10-10,2025-10-17,Spot,Supramax,2025-10-15,2025-11-07,Normal,Spot,13.03,USD,20,Standard,2025-09-22T00:00:00Z
13730,Limestone,Calcined Lime,81800,"Port Hedland, Australia",4,2024-07-13,2024-07-20,Spot,Panamax,2024-07-14,2024-08-11,Normal,Spot,22.44,USD,30,Fast discharge required,2024-07-03T00:00:00Z
13731,Coking Coal,Semi-Soft Coking Coal,180700,"Hay Point, Australia",3,2026-01-01,2026-01-06,Spot,Capesize,2026-01-04,2026-02-01,Normal,Spot,17.79,USD,30,Standard,2025-12-11T00:00:00Z
13732,Iron Ore,Lump Ore,143800,"Samarinda, Indonesia",1,2023-11-24,2023-12-08,Spot,Capesize,2023-11-30,2023-12-19,Normal,Spot,11.41,USD,20,Standard,2023-11-12T00:00:00Z
13733,Coking Coal,Semi-Soft Coking Coal,77400,"Tanjung Priok, Indonesia",4,2021-01-20,2021-02-03,CoA,Panamax,2021-01-24,2021-02-11,Normal,CoA,12.8,USD,20,Standard,2021-01-03T00:00:00Z
13734,Coking Coal,Hard Coking Coal,78000,"Maputo, Mozambique",2,2022-11-05,2022-11-15,Spot,Panamax,2022-11-13,2023-01-02,Normal,Spot,38.57,USD,50,Standard,2022-10-25T00:00:00Z
13735,Thermal Coal,Non-Coking Coal Grade G1-G5,60500,"Balikpapan, Indonesia",2,2023-02-17,2023-02-22,CoA,Supramax,2023-02-18,2023-03-11,Normal,CoA,13.74,USD,20,Standard,2023-02-04T00:00:00Z
13736,Iron Ore,Iron Ore Fines 62% Fe,67000,"Vostochny, Russia",2,2025-07-08,2025-07-13,Spot,Panamax,2025-07-09,2025-08-29,Normal,Spot,39.77,USD,50,Standard,2025-06-30T00:00:00Z
13737,Coking Coal,PCI Coal,71300,"Hay Point, Australia",2,2024-08-07,2024-08-12,Spot,Panamax,2024-08-10,2024-09-06,Urgent,Spot,23.25,USD,30,Standard,2024-07-21T00:00:00Z
13738,Coking Coal,Hard Coking Coal,60600,"Hay Point, Australia",1,2025-11-08,2025-11-15,CoA,Supramax,2025-11-14,2025-12-15,Normal,CoA,25.01,USD,30,Standard,2025-10-16T00:00:00Z
13739,Coking Coal,PCI Coal,159000,"Hay Point, Australia",4,2021-09-22,2021-09-27,Spot,Capesize,2021-09-26,2021-10-29,Urgent,Spot,21.08,USD,30,Standard,2021-09-07T00:00:00Z
13740,Coking Coal,Semi-Soft Coking Coal,69300,"Samarinda, Indonesia",1,2023-03-30,2023-04-04,Spot,Panamax,2023-04-01,2023-04-19,Normal,Spot,13.92,USD,20,Standard,2023-03-14T00:00:00Z
13741,Coking Coal,Hard Coking Coal,67900,"Balikpapan, Indonesia",2,2021-08-28,2021-09-04,Spot,Panamax,2021-08-30,2021-09-20,Normal,Spot,13.48,USD,20,Standard,2021-08-20T00:00:00Z
13742,Iron Ore,Iron Ore Pellets,68700,"Balikpapan, Indonesia",2,2024-07-12,2024-07-22,Spot,Panamax,2024-07-15,2024-08-07,Normal,Spot,13.18,USD,20,Standard,2024-06-13T00:00:00Z
13743,Coking Coal,Hard Coking Coal,56400,"Maputo, Mozambique",5,2025-02-22,2025-03-01,Spot,Supramax,2025-02-28,2025-04-19,Urgent,Spot,35.75,USD,50,Standard,2025-02-06T00:00:00Z
13744,Coking Coal,PCI Coal,147600,"Maputo, Mozambique",1,2021-10-30,2021-11-04,Spot,Capesize,2021-11-03,2021-12-22,Normal,Spot,34.15,USD,50,Standard,2021-10-03T00:00:00Z
13745,Coking Coal,Hard Coking Coal,72000,"Maputo, Mozambique",3,2025-04-10,2025-04-15,Spot,Panamax,2025-04-13,2025-06-04,Normal,Spot,36.33,USD,50,Standard,2025-03-27T00:00:00Z
13746,Coking Coal,PCI Coal,70200,"Hay Point, Australia",1,2025-05-30,2025-06-04,Spot,Panamax,2025-06-01,2025-07-02,Normal,Spot,21.13,USD,30,Standard,2025-05-23T00:00:00Z
13747,Coking Coal,PCI Coal,75200,"Tanjung Priok, Indonesia",2,2023-06-09,2023-06-16,CoA,Panamax,2023-06-11,2023-07-01,Normal,CoA,14.03,USD,20,Standard,2023-05-23T00:00:00Z
13748,Coking Coal,PCI Coal,66700,"Port Hedland, Australia",4,2022-08-05,2022-08-12,Spot,Panamax,2022-08-08,2022-09-06,Normal,Spot,23.01,USD,30,Standard,2022-07-09T00:00:00Z
13749,Thermal Coal,Indonesian High Calorie Coal,26100,"Norfolk, USA",6,2023-10-09,2023-10-14,Spot,Handysize,2023-10-13,2023-11-30,Normal,Spot,46.2,USD,50,Low moisture cargo,2023-09-10T00:00:00Z
13750,Thermal Coal,Indonesian High Calorie Coal,59000,"Gladstone, Australia",5,2022-09-14,2022-09-19,CoA,Supramax,2022-09-17,2022-10-16,Normal,CoA,25.87,USD,30,Standard,2022-08-24T00:00:00Z
13751,Coking Coal,PCI Coal,179900,"Tanjung Priok, Indonesia",1,2024-10-15,2024-10-22,Spot,Capesize,2024-10-18,2024-11-08,Normal,Spot,14.02,USD,20,Standard,2024-09-20T00:00:00Z
13752,Coking Coal,Semi-Soft Coking Coal,77100,"Balikpapan, Indonesia",4,2024-02-08,2024-02-13,Spot,Panamax,2024-02-09,2024-03-02,Normal,Spot,14.44,USD,20,Standard,2024-01-30T00:00:00Z
13753,Coking Coal,PCI Coal,71600,"Gladstone, Australia",1,2021-06-15,2021-06-29,Spot,Panamax,2021-06-17,2021-07-19,Normal,Spot,23.46,USD,30,Standard,2021-05-27T00:00:00Z
13754,Coking Coal,PCI Coal,70500,"Balikpapan, Indonesia",2,2021-03-18,2021-03-28,Spot,Panamax,2021-03-26,2021-04-16,Normal,Spot,16.02,USD,20,Standard,2021-02-23T00:00:00Z
13755,Coking Coal,PCI Coal,53900,"Balikpapan, Indonesia",2,2022-04-25,2022-04-30,Spot,Supramax,2022-04-27,2022-05-14,High,Spot,15.09,USD,20,Standard,2022-04-04T00:00:00Z
13756,Coking Coal,Semi-Soft Coking Coal,51700,"Vostochny, Russia",3,2024-10-24,2024-10-29,CoA,Supramax,2024-10-28,2024-12-16,Normal,CoA,40.37,USD,50,Standard,2024-09-27T00:00:00Z
13757,Thermal Coal,Non-Coking Coal Grade G1-G5,55600,"Hay Point, Australia",4,2021-03-03,2021-03-10,Spot,Supramax,2021-03-05,2021-04-06,Normal,Spot,24.45,USD,30,Standard,2021-02-21T00:00:00Z
13758,Coking Coal,Semi-Soft Coking Coal,183400,"Hay Point, Australia",4,2023-10-26,2023-11-02,CoA,Capesize,2023-10-31,2023-12-03,Normal,CoA,23.53,USD,30,Geared vessel required,2023-09-30T00:00:00Z
13759,Coking Coal,Semi-Soft Coking Coal,77100,"Hay Point, Australia",2,2025-02-04,2025-02-11,Spot,Panamax,2025-02-07,2025-03-12,High,Spot,21.51,USD,30,Low moisture cargo,2025-01-17T00:00:00Z
13760,Coking Coal,Semi-Soft Coking Coal,56500,"Norfolk, USA",2,2025-10-10,2025-10-17,Spot,Supramax,2025-10-16,2025-12-04,High,Spot,38.66,USD,50,Standard,2025-09-18T00:00:00Z
13761,Coking Coal,PCI Coal,72600,"Port Hedland, Australia",1,2023-07-18,2023-07-23,CoA,Panamax,2023-07-22,2023-08-22,High,CoA,23.72,USD,30,Standard,2023-07-05T00:00:00Z
13762,Iron Ore,Iron Ore Pellets,53100,"Norfolk, USA",8,2022-01-20,2022-01-25,Spot,Supramax,2022-01-24,2022-03-13,Normal,Spot,36.4,USD,50,Standard,2022-01-12T00:00:00Z
13763,Coking Coal,Semi-Soft Coking Coal,69900,"Newcastle, Australia",4,2023-09-02,2023-09-09,CoA,Panamax,2023-09-07,2023-10-09,High,CoA,23.4,USD,30,Standard,2023-08-07T00:00:00Z
13764,Coking Coal,PCI Coal,65400,"Port Hedland, Australia",8,2025-07-17,2025-07-27,Spot,Panamax,2025-07-24,2025-08-23,Normal,Spot,21.77,USD,30,Standard,2025-07-04T00:00:00Z
13765,Iron Ore,Lump Ore,51300,"Balikpapan, Indonesia",1,2023-05-07,2023-05-14,Spot,Supramax,2023-05-13,2023-06-05,Normal,Spot,15.45,USD,20,Standard,2023-04-26T00:00:00Z
13766,Coking Coal,Semi-Soft Coking Coal,66700,"Tanjung Priok, Indonesia",2,2024-05-11,2024-05-21,Spot,Panamax,2024-05-12,2024-05-29,Normal,Spot,14.4,USD,20,Standard,2024-04-28T00:00:00Z
13767,Coking Coal,Hard Coking Coal,51600,"Samarinda, Indonesia",8,2023-03-24,2023-04-03,Spot,Supramax,2023-04-01,2023-04-24,Normal,Spot,14.86,USD,20,Standard,2023-03-06T00:00:00Z
13768,Coking Coal,PCI Coal,76500,"Vostochny, Russia",3,2022-01-30,2022-02-06,Spot,Panamax,2022-02-02,2022-03-27,Normal,Spot,36.87,USD,50,Standard,2022-01-14T00:00:00Z
13769,Coking Coal,Semi-Soft Coking Coal,147400,"Newcastle, Australia",1,2021-10-17,2021-10-22,CoA,Capesize,2021-10-20,2021-11-18,Normal,CoA,22.98,USD,30,Standard,2021-10-10T00:00:00Z
13770,Coking Coal,Semi-Soft Coking Coal,62000,"Norfolk, USA",5,2025-05-19,2025-06-02,Spot,Supramax,2025-05-31,2025-07-20,Normal,Spot,36.48,USD,50,Low moisture cargo,2025-04-26T00:00:00Z
13771,Thermal Coal,Non-Coking Coal Grade G1-G5,72800,"Newcastle, Australia",1,2022-10-21,2022-10-28,CoA,Panamax,2022-10-22,2022-11-24,Normal,CoA,26.18,USD,30,Standard,2022-10-13T00:00:00Z
13772,Coking Coal,Hard Coking Coal,179200,"Hay Point, Australia",1,2026-03-02,2026-03-09,CoA,Capesize,2026-03-03,2026-04-02,Normal,CoA,21.74,USD,30,Standard,2026-02-20T00:00:00Z
13773,Coking Coal,Semi-Soft Coking Coal,55700,"Norfolk, USA",2,2022-08-14,2022-08-21,CoA,Supramax,2022-08-17,2022-10-03,Normal,CoA,37.05,USD,50,Fast discharge required,2022-08-07T00:00:00Z
13774,Coking Coal,PCI Coal,68300,"Newcastle, Australia",1,2024-10-21,2024-10-28,Spot,Panamax,2024-10-22,2024-11-19,High,Spot,23.84,USD,30,Standard,2024-09-24T00:00:00Z
13775,Iron Ore,Iron Ore Fines 62% Fe,79800,"Gladstone, Australia",3,2023-05-16,2023-05-23,Spot,Panamax,2023-05-22,2023-06-21,Normal,Spot,24.45,USD,30,Standard,2023-04-23T00:00:00Z
13776,Coking Coal,Semi-Soft Coking Coal,153700,"Newcastle, Australia",3,2023-04-08,2023-04-15,Spot,Capesize,2023-04-12,2023-05-11,High,Spot,21.49,USD,30,Self-unloader preferred,2023-03-26T00:00:00Z
13777,Coking Coal,Hard Coking Coal,159800,"Maputo, Mozambique",4,2025-09-11,2025-09-18,CoA,Capesize,2025-09-12,2025-11-02,Normal,CoA,33.31,USD,50,Standard,2025-08-19T00:00:00Z
13778,Coking Coal,Hard Coking Coal,59100,"Port Hedland, Australia",1,2024-02-03,2024-02-10,CoA,Supramax,2024-02-09,2024-03-10,Normal,CoA,24.55,USD,30,Low moisture cargo,2024-01-13T00:00:00Z
13779,Coking Coal,Hard Coking Coal,71000,"Port Hedland, Australia",2,2025-03-02,2025-03-07,Spot,Panamax,2025-03-06,2025-04-02,Normal,Spot,24.4,USD,30,Standard,2025-02-17T00:00:00Z
13780,Iron Ore,Iron Ore Pellets,177500,"Samarinda, Indonesia",3,2024-12-17,2024-12-22,Spot,Capesize,2024-12-19,2025-01-08,High,Spot,13.35,USD,20,Standard,2024-12-05T00:00:00Z
13781,Coking Coal,Hard Coking Coal,79200,"Baltimore, USA",1,2021-09-18,2021-09-28,Spot,Panamax,2021-09-22,2021-11-11,High,Spot,38.2,USD,50,Standard,2021-09-09T00:00:00Z
13782,Iron Ore,Iron Ore Fines 62% Fe,177700,"Newcastle, Australia",1,2025-11-06,2025-11-13,CoA,Capesize,2025-11-09,2025-12-06,Normal,CoA,21.14,USD,30,Standard,2025-10-27T00:00:00Z
13783,Coking Coal,PCI Coal,151300,"Maputo, Mozambique",4,2023-08-23,2023-08-28,Spot,Capesize,2023-08-24,2023-10-11,Normal,Spot,31.72,USD,50,Geared vessel required,2023-08-16T00:00:00Z
13784,Coking Coal,Hard Coking Coal,161500,"Maputo, Mozambique",1,2021-02-02,2021-02-12,Spot,Capesize,2021-02-05,2021-03-28,Normal,Spot,32.71,USD,50,Standard,2021-01-22T00:00:00Z
13785,Iron Ore,Lump Ore,179400,"Hay Point, Australia",1,2022-07-16,2022-07-21,Spot,Capesize,2022-07-17,2022-08-14,Normal,Spot,20.37,USD,30,Standard,2022-06-24T00:00:00Z
13786,Coking Coal,Hard Coking Coal,73700,"Norfolk, USA",4,2023-10-26,2023-10-31,Spot,Panamax,2023-10-30,2023-12-20,Normal,Spot,39.47,USD,50,Standard,2023-09-28T00:00:00Z
13787,Iron Ore,Iron Ore Pellets,51700,"Vostochny, Russia",3,2023-09-26,2023-10-01,Spot,Supramax,2023-09-28,2023-11-15,Normal,Spot,36.16,USD,50,Geared vessel required,2023-09-11T00:00:00Z
13788,Coking Coal,PCI Coal,159300,"Vostochny, Russia",4,2022-04-11,2022-04-18,Spot,Capesize,2022-04-16,2022-06-06,Normal,Spot,34.27,USD,50,Standard,2022-04-03T00:00:00Z
13789,Coking Coal,Semi-Soft Coking Coal,165200,"Hay Point, Australia",4,2023-11-04,2023-11-18,CoA,Capesize,2023-11-17,2023-12-20,Normal,CoA,20.89,USD,30,Standard,2023-10-06T00:00:00Z
13790,Thermal Coal,Non-Coking Coal Grade G1-G5,65800,"Maputo, Mozambique",1,2024-11-08,2024-11-15,Spot,Panamax,2024-11-10,2024-12-31,Normal,Spot,36.62,USD,50,Standard,2024-11-01T00:00:00Z
13791,Coking Coal,Semi-Soft Coking Coal,59600,"Hay Point, Australia",9,2023-01-21,2023-01-26,Spot,Supramax,2023-01-25,2023-02-25,Normal,Spot,24.76,USD,30,Standard,2023-01-06T00:00:00Z
13792,Limestone,SMS Grade Limestone,50300,"Hay Point, Australia",4,2022-03-03,2022-03-10,Spot,Supramax,2022-03-08,2022-04-07,Normal,Spot,25.65,USD,30,Standard,2022-02-05T00:00:00Z
13793,Iron Ore,Lump Ore,59000,"Norfolk, USA",8,2025-04-12,2025-04-17,Spot,Supramax,2025-04-13,2025-06-03,Normal,Spot,36.69,USD,50,Standard,2025-03-26T00:00:00Z
13794,Limestone,Calcined Lime,59600,"Tanjung Priok, Indonesia",5,2025-01-30,2025-02-04,CoA,Supramax,2025-02-01,2025-02-23,Normal,CoA,17.55,USD,20,Standard,2025-01-20T00:00:00Z
13795,Thermal Coal,Indonesian High Calorie Coal,71600,"Port Hedland, Australia",3,2023-06-26,2023-07-03,Spot,Panamax,2023-06-29,2023-07-27,Normal,Spot,21.32,USD,30,Standard,2023-06-05T00:00:00Z
13796,Limestone,SMS Grade Limestone,54400,"Baltimore, USA",3,2024-06-08,2024-06-15,CoA,Supramax,2024-06-13,2024-08-05,High,CoA,33.86,USD,50,Standard,2024-05-29T00:00:00Z
13797,Iron Ore,Iron Ore Pellets,181300,"Samarinda, Indonesia",1,2022-02-17,2022-02-24,Spot,Capesize,2022-02-20,2022-03-10,Normal,Spot,11.64,USD,20,Standard,2022-02-05T00:00:00Z
13798,Coking Coal,Hard Coking Coal,76500,"Newcastle, Australia",1,2023-10-07,2023-10-14,Spot,Panamax,2023-10-11,2023-11-12,High,Spot,23.39,USD,30,Standard,2023-09-19T00:00:00Z
13799,Limestone,Calcined Lime,76600,"Newcastle, Australia",1,2021-02-28,2021-03-05,Spot,Panamax,2021-03-04,2021-04-04,Normal,Spot,24.93,USD,30,Standard,2021-02-10T00:00:00Z
